time,cash,RU01
2018-04-10 09:05:04,500000.0,0.0
2018-04-10 09:05:09,500000.0,0.0
2018-04-10 09:05:10,500000.0,0.0
2018-04-10 09:05:14,500000.0,0.0
2018-04-10 09:05:19,500000.0,0.0
2018-04-10 09:05:22,500000.0,0.0
2018-04-10 09:05:26,500000.0,0.0
2018-04-10 09:05:26,500000.0,0.0
2018-04-10 09:05:28,500000.0,0.0
2018-04-10 09:05:29,500000.0,0.0
2018-04-10 09:05:29,500000.0,0.0
2018-04-10 09:05:32,500000.0,0.0
2018-04-10 09:05:37,500000.0,0.0
2018-04-10 09:05:37,500000.0,0.0
2018-04-10 09:05:38,500000.0,0.0
2018-04-10 09:05:38,500000.0,0.0
2018-04-10 09:05:39,500000.0,0.0
2018-04-10 09:05:39,500000.0,0.0
2018-04-10 09:05:40,500000.0,0.0
2018-04-10 09:05:41,500000.0,0.0
2018-04-10 09:05:41,500000.0,0.0
2018-04-10 09:05:42,500000.0,0.0
2018-04-10 09:05:43,500000.0,0.0
2018-04-10 09:05:44,500000.0,0.0
2018-04-10 09:05:48,500000.0,0.0
2018-04-10 09:05:49,500000.0,0.0
2018-04-10 09:05:50,500000.0,0.0
2018-04-10 09:05:50,500000.0,0.0
2018-04-10 09:05:51,500000.0,0.0
2018-04-10 09:05:51,500000.0,0.0
2018-04-10 09:05:52,500000.0,0.0
2018-04-10 09:05:54,500000.0,0.0
2018-04-10 09:05:55,500000.0,0.0
2018-04-10 09:05:56,500000.0,0.0
2018-04-10 09:06:02,500000.0,0.0
2018-04-10 09:06:05,500000.0,0.0
2018-04-10 09:06:05,500000.0,0.0
2018-04-10 09:06:08,500000.0,0.0
2018-04-10 09:06:10,500000.0,0.0
2018-04-10 09:06:12,500000.0,0.0
2018-04-10 09:06:13,500000.0,0.0
2018-04-10 09:06:14,500000.0,0.0
2018-04-10 09:06:18,500000.0,0.0
2018-04-10 09:06:21,500000.0,0.0
2018-04-10 09:06:23,500000.0,0.0
2018-04-10 09:06:25,500000.0,0.0
2018-04-10 09:06:26,500000.0,0.0
2018-04-10 09:06:26,500000.0,0.0
2018-04-10 09:06:31,500000.0,0.0
2018-04-10 09:06:32,500000.0,0.0
2018-04-10 09:06:33,500000.0,0.0
2018-04-10 09:06:35,500000.0,0.0
2018-04-10 09:06:36,500000.0,0.0
2018-04-10 09:06:37,500000.0,0.0
2018-04-10 09:06:38,500000.0,0.0
2018-04-10 09:06:39,500000.0,0.0
2018-04-10 09:06:41,500000.0,0.0
2018-04-10 09:06:42,500000.0,0.0
2018-04-10 09:06:43,500000.0,0.0
2018-04-10 09:06:44,500000.0,0.0
2018-04-10 09:06:48,500000.0,0.0
2018-04-10 09:06:49,500000.0,0.0
2018-04-10 09:06:56,500000.0,0.0
2018-04-10 09:07:02,500000.0,0.0
2018-04-10 09:07:05,500000.0,0.0
2018-04-10 09:07:08,500000.0,0.0
2018-04-10 09:07:09,500000.0,0.0
2018-04-10 09:07:16,500000.0,0.0
2018-04-10 09:07:21,500000.0,0.0
2018-04-10 09:07:33,500000.0,0.0
2018-04-10 09:07:35,500000.0,0.0
2018-04-10 09:07:38,500000.0,0.0
2018-04-10 09:07:40,500000.0,0.0
2018-04-10 09:07:41,500000.0,0.0
2018-04-10 09:07:42,500000.0,0.0
2018-04-10 09:07:49,500000.0,0.0
2018-04-10 09:07:50,500000.0,0.0
2018-04-10 09:07:52,500000.0,0.0
2018-04-10 09:07:55,500000.0,0.0
2018-04-10 09:07:56,500000.0,0.0
2018-04-10 09:07:58,500000.0,0.0
2018-04-10 09:08:04,500000.0,0.0
2018-04-10 09:08:08,500000.0,0.0
2018-04-10 09:08:16,500000.0,0.0
2018-04-10 09:08:19,500000.0,0.0
2018-04-10 09:08:28,500000.0,0.0
2018-04-10 09:08:31,500000.0,0.0
2018-04-10 09:08:35,500000.0,0.0
2018-04-10 09:08:50,500000.0,0.0
2018-04-10 09:08:51,500000.0,0.0
2018-04-10 09:08:52,500000.0,0.0
2018-04-10 09:09:02,500000.0,0.0
2018-04-10 09:09:07,500000.0,0.0
2018-04-10 09:09:11,500000.0,0.0
2018-04-10 09:09:14,500000.0,0.0
2018-04-10 09:09:34,500000.0,0.0
2018-04-10 09:09:36,500000.0,0.0
2018-04-10 09:09:37,500000.0,0.0
2018-04-10 09:09:40,500000.0,0.0
2018-04-10 09:09:46,500000.0,0.0
2018-04-10 09:09:57,500000.0,0.0
2018-04-10 09:09:59,500000.0,0.0
2018-04-10 09:10:01,500000.0,0.0
2018-04-10 09:10:02,500000.0,0.0
2018-04-10 09:10:03,500000.0,0.0
2018-04-10 09:10:15,500000.0,0.0
2018-04-10 09:10:22,500000.0,0.0
2018-04-10 09:10:25,500000.0,0.0
2018-04-10 09:10:27,500000.0,0.0
2018-04-10 09:10:32,500000.0,0.0
2018-04-10 09:10:36,500000.0,0.0
2018-04-10 09:10:39,500000.0,0.0
2018-04-10 09:10:40,500000.0,0.0
2018-04-10 09:10:47,500000.0,0.0
2018-04-10 09:10:47,500000.0,0.0
2018-04-10 09:10:50,500000.0,0.0
2018-04-10 09:10:54,500000.0,0.0
2018-04-10 09:10:55,500000.0,0.0
2018-04-10 09:10:56,500000.0,0.0
2018-04-10 09:11:00,500000.0,0.0
2018-04-10 09:11:03,500000.0,0.0
2018-04-10 09:11:06,500000.0,0.0
2018-04-10 09:11:07,500000.0,0.0
2018-04-10 09:11:11,500000.0,0.0
2018-04-10 09:11:12,500000.0,0.0
2018-04-10 09:11:13,500000.0,0.0
2018-04-10 09:11:14,500000.0,0.0
2018-04-10 09:11:16,500000.0,0.0
2018-04-10 09:11:16,500000.0,0.0
2018-04-10 09:11:18,500000.0,0.0
2018-04-10 09:11:18,500000.0,0.0
2018-04-10 09:11:26,500000.0,0.0
2018-04-10 09:11:27,500000.0,0.0
2018-04-10 09:11:27,500000.0,0.0
2018-04-10 09:11:32,500000.0,0.0
2018-04-10 09:11:36,500000.0,0.0
2018-04-10 09:11:36,500000.0,0.0
2018-04-10 09:11:43,500000.0,0.0
2018-04-10 09:11:44,500000.0,0.0
2018-04-10 09:11:46,500000.0,0.0
2018-04-10 09:11:51,500000.0,0.0
2018-04-10 09:11:59,500000.0,0.0
2018-04-10 09:12:04,500000.0,0.0
2018-04-10 09:12:06,500000.0,0.0
2018-04-10 09:12:06,500000.0,0.0
2018-04-10 09:12:12,500000.0,0.0
2018-04-10 09:12:13,500000.0,0.0
2018-04-10 09:12:13,500000.0,0.0
2018-04-10 09:12:21,500000.0,0.0
2018-04-10 09:12:23,500000.0,0.0
2018-04-10 09:12:23,500000.0,0.0
2018-04-10 09:12:24,500000.0,0.0
2018-04-10 09:12:25,500000.0,0.0
2018-04-10 09:12:25,500000.0,0.0
2018-04-10 09:12:26,500000.0,0.0
2018-04-10 09:12:27,500000.0,0.0
2018-04-10 09:12:27,500000.0,0.0
2018-04-10 09:12:28,500000.0,0.0
2018-04-10 09:12:31,500000.0,0.0
2018-04-10 09:12:39,500000.0,0.0
2018-04-10 09:12:42,500000.0,0.0
2018-04-10 09:12:43,500000.0,0.0
2018-04-10 09:12:48,500000.0,0.0
2018-04-10 09:12:48,500000.0,0.0
2018-04-10 09:12:49,500000.0,0.0
2018-04-10 09:12:50,500000.0,0.0
2018-04-10 09:12:56,500000.0,0.0
2018-04-10 09:12:56,500000.0,0.0
2018-04-10 09:13:06,500000.0,0.0
2018-04-10 09:13:07,500000.0,0.0
2018-04-10 09:13:10,500000.0,0.0
2018-04-10 09:13:10,500000.0,0.0
2018-04-10 09:13:12,500000.0,0.0
2018-04-10 09:13:13,500000.0,0.0
2018-04-10 09:13:13,500000.0,0.0
2018-04-10 09:13:14,500000.0,0.0
2018-04-10 09:13:15,500000.0,0.0
2018-04-10 09:13:16,500000.0,0.0
2018-04-10 09:13:18,500000.0,0.0
2018-04-10 09:13:19,500000.0,0.0
2018-04-10 09:13:25,500000.0,0.0
2018-04-10 09:13:34,500000.0,0.0
2018-04-10 09:13:35,500000.0,0.0
2018-04-10 09:13:35,500000.0,0.0
2018-04-10 09:13:36,500000.0,0.0
2018-04-10 09:13:38,500000.0,0.0
2018-04-10 09:13:39,500000.0,0.0
2018-04-10 09:13:43,500000.0,0.0
2018-04-10 09:13:46,500000.0,0.0
2018-04-10 09:13:59,500000.0,0.0
2018-04-10 09:13:59,500000.0,0.0
2018-04-10 09:14:01,500000.0,0.0
2018-04-10 09:14:02,500000.0,0.0
2018-04-10 09:14:07,500000.0,0.0
2018-04-10 09:14:15,500000.0,0.0
2018-04-10 09:14:17,500000.0,0.0
2018-04-10 09:14:18,500000.0,0.0
2018-04-10 09:14:18,500000.0,0.0
2018-04-10 09:14:19,500000.0,0.0
2018-04-10 09:14:21,500000.0,0.0
2018-04-10 09:14:27,500000.0,0.0
2018-04-10 09:14:37,500000.0,0.0
2018-04-10 09:14:42,500000.0,0.0
2018-04-10 09:14:43,500000.0,0.0
2018-04-10 09:14:44,500000.0,0.0
2018-04-10 09:14:45,500000.0,0.0
2018-04-10 09:14:47,500000.0,0.0
2018-04-10 09:14:48,500000.0,0.0
2018-04-10 09:14:51,500000.0,0.0
2018-04-10 09:14:56,500000.0,0.0
2018-04-10 09:15:03,500000.0,0.0
2018-04-10 09:15:09,500000.0,0.0
2018-04-10 09:15:09,500000.0,0.0
2018-04-10 09:15:12,500000.0,0.0
2018-04-10 09:15:13,500000.0,0.0
2018-04-10 09:15:17,500000.0,0.0
2018-04-10 09:15:26,500000.0,0.0
2018-04-10 09:15:27,500000.0,0.0
2018-04-10 09:15:27,500000.0,0.0
2018-04-10 09:15:28,500000.0,0.0
2018-04-10 09:15:28,500000.0,0.0
2018-04-10 09:15:29,500000.0,0.0
2018-04-10 09:15:30,500000.0,0.0
2018-04-10 09:15:32,500000.0,0.0
2018-04-10 09:15:36,500000.0,0.0
2018-04-10 09:15:37,500000.0,0.0
2018-04-10 09:15:42,500000.0,0.0
2018-04-10 09:15:43,500000.0,0.0
2018-04-10 09:15:47,500000.0,0.0
2018-04-10 09:15:51,500000.0,0.0
2018-04-10 09:15:52,500000.0,0.0
2018-04-10 09:15:52,500000.0,0.0
2018-04-10 09:16:01,500000.0,0.0
2018-04-10 09:16:02,500000.0,0.0
2018-04-10 09:16:03,500000.0,0.0
2018-04-10 09:16:04,500000.0,0.0
2018-04-10 09:16:07,500000.0,0.0
2018-04-10 09:16:11,500000.0,0.0
2018-04-10 09:16:20,500000.0,0.0
2018-04-10 09:16:37,500000.0,0.0
2018-04-10 09:16:38,500000.0,0.0
2018-04-10 09:16:41,500000.0,0.0
2018-04-10 09:16:43,500000.0,0.0
2018-04-10 09:16:44,500000.0,0.0
2018-04-10 09:16:46,500000.0,0.0
2018-04-10 09:16:47,500000.0,0.0
2018-04-10 09:16:49,500000.0,0.0
2018-04-10 09:16:53,500000.0,0.0
2018-04-10 09:16:58,500000.0,0.0
2018-04-10 09:16:59,500000.0,0.0
2018-04-10 09:17:08,500000.0,0.0
2018-04-10 09:17:12,500000.0,0.0
2018-04-10 09:17:14,500000.0,0.0
2018-04-10 09:17:19,500000.0,0.0
2018-04-10 09:17:20,500000.0,0.0
2018-04-10 09:17:27,500000.0,0.0
2018-04-10 09:17:29,500000.0,0.0
2018-04-10 09:17:31,500000.0,0.0
2018-04-10 09:17:41,500000.0,0.0
2018-04-10 09:18:00,500000.0,0.0
2018-04-10 09:18:09,500000.0,0.0
2018-04-10 09:18:25,500000.0,0.0
2018-04-10 09:18:30,500000.0,0.0
2018-04-10 09:18:34,500000.0,0.0
2018-04-10 09:18:37,500000.0,0.0
2018-04-10 09:19:00,500000.0,0.0
2018-04-10 09:19:06,500000.0,0.0
2018-04-10 09:19:07,500000.0,0.0
2018-04-10 09:19:07,500000.0,0.0
2018-04-10 09:19:21,500000.0,0.0
2018-04-10 09:19:35,500000.0,0.0
2018-04-10 09:19:37,500000.0,0.0
2018-04-10 09:19:38,500000.0,0.0
2018-04-10 09:19:39,500000.0,0.0
2018-04-10 09:19:45,500000.0,0.0
2018-04-10 09:19:46,500000.0,0.0
2018-04-10 09:19:48,500000.0,0.0
2018-04-10 09:19:49,500000.0,0.0
2018-04-10 09:19:54,500000.0,0.0
2018-04-10 09:19:54,500000.0,0.0
2018-04-10 09:19:55,500000.0,0.0
2018-04-10 09:19:56,500000.0,0.0
2018-04-10 09:19:57,500000.0,0.0
2018-04-10 09:20:02,500000.0,0.0
2018-04-10 09:20:02,500000.0,0.0
2018-04-10 09:20:03,500000.0,0.0
2018-04-10 09:20:04,500000.0,0.0
2018-04-10 09:20:05,500000.0,0.0
2018-04-10 09:20:06,500000.0,0.0
2018-04-10 09:20:07,500000.0,0.0
2018-04-10 09:20:13,500000.0,0.0
2018-04-10 09:20:14,500000.0,0.0
2018-04-10 09:20:14,500000.0,0.0
2018-04-10 09:20:20,500000.0,0.0
2018-04-10 09:20:33,500000.0,0.0
2018-04-10 09:20:36,500000.0,0.0
2018-04-10 09:20:37,500000.0,0.0
2018-04-10 09:20:37,500000.0,0.0
2018-04-10 09:20:38,500000.0,0.0
2018-04-10 09:20:44,500000.0,0.0
2018-04-10 09:20:47,500000.0,0.0
2018-04-10 09:20:49,500000.0,0.0
2018-04-10 09:20:49,500000.0,0.0
2018-04-10 09:20:52,500000.0,0.0
2018-04-10 09:20:53,500000.0,0.0
2018-04-10 09:20:56,500000.0,0.0
2018-04-10 09:20:57,500000.0,0.0
2018-04-10 09:21:04,500000.0,0.0
2018-04-10 09:21:09,500000.0,0.0
2018-04-10 09:21:10,500000.0,0.0
2018-04-10 09:21:13,500000.0,0.0
2018-04-10 09:21:17,500000.0,0.0
2018-04-10 09:21:17,500000.0,0.0
2018-04-10 09:21:18,500000.0,0.0
2018-04-10 09:21:26,500000.0,0.0
2018-04-10 09:21:27,500000.0,0.0
2018-04-10 09:21:28,500000.0,0.0
2018-04-10 09:21:33,500000.0,0.0
2018-04-10 09:21:36,500000.0,0.0
2018-04-10 09:21:41,500000.0,0.0
2018-04-10 09:21:41,500000.0,0.0
2018-04-10 09:21:42,500000.0,0.0
2018-04-10 09:21:43,500000.0,0.0
2018-04-10 09:21:45,500000.0,0.0
2018-04-10 09:21:47,500000.0,0.0
2018-04-10 09:21:48,500000.0,0.0
2018-04-10 09:21:49,500000.0,0.0
2018-04-10 09:21:50,500000.0,0.0
2018-04-10 09:21:58,500000.0,0.0
2018-04-10 09:22:00,500000.0,0.0
2018-04-10 09:22:02,500000.0,0.0
2018-04-10 09:22:05,500000.0,0.0
2018-04-10 09:22:06,500000.0,0.0
2018-04-10 09:22:18,500000.0,0.0
2018-04-10 09:22:21,500000.0,0.0
2018-04-10 09:22:22,500000.0,0.0
2018-04-10 09:22:23,500000.0,0.0
2018-04-10 09:22:25,500000.0,0.0
2018-04-10 09:22:26,500000.0,0.0
2018-04-10 09:22:27,500000.0,0.0
2018-04-10 09:22:28,500000.0,0.0
2018-04-10 09:22:28,500000.0,0.0
2018-04-10 09:22:29,500000.0,0.0
2018-04-10 09:22:31,500000.0,0.0
2018-04-10 09:22:38,500000.0,0.0
2018-04-10 09:22:38,500000.0,0.0
2018-04-10 09:22:39,500000.0,0.0
2018-04-10 09:22:44,500000.0,0.0
2018-04-10 09:22:44,500000.0,0.0
2018-04-10 09:22:45,500000.0,0.0
2018-04-10 09:22:45,500000.0,0.0
2018-04-10 09:22:54,500000.0,0.0
2018-04-10 09:22:57,500000.0,0.0
2018-04-10 09:23:03,500000.0,0.0
2018-04-10 09:23:07,500000.0,0.0
2018-04-10 09:23:08,500000.0,0.0
2018-04-10 09:23:24,500000.0,0.0
2018-04-10 09:23:26,500000.0,0.0
2018-04-10 09:23:30,500000.0,0.0
2018-04-10 09:23:51,500000.0,0.0
2018-04-10 09:24:00,500000.0,0.0
2018-04-10 09:24:03,500000.0,0.0
2018-04-10 09:24:03,500000.0,0.0
2018-04-10 09:24:12,500000.0,0.0
2018-04-10 09:24:13,500000.0,0.0
2018-04-10 09:24:16,500000.0,0.0
2018-04-10 09:24:19,500000.0,0.0
2018-04-10 09:24:19,500000.0,0.0
2018-04-10 09:24:24,500000.0,0.0
2018-04-10 09:24:28,500000.0,0.0
2018-04-10 09:24:28,500000.0,0.0
2018-04-10 09:24:42,500000.0,0.0
2018-04-10 09:24:57,500000.0,0.0
2018-04-10 09:24:57,500000.0,0.0
2018-04-10 09:25:12,500000.0,0.0
2018-04-10 09:25:15,500000.0,0.0
2018-04-10 09:25:16,500000.0,0.0
2018-04-10 09:25:25,500000.0,0.0
2018-04-10 09:25:44,500000.0,0.0
2018-04-10 09:26:49,500000.0,0.0
2018-04-10 09:27:01,500000.0,0.0
2018-04-10 09:27:02,500000.0,0.0
2018-04-10 09:27:03,500000.0,0.0
2018-04-10 09:27:04,500000.0,0.0
2018-04-10 09:27:04,500000.0,0.0
2018-04-10 09:27:05,500000.0,0.0
2018-04-10 09:27:06,500000.0,0.0
2018-04-10 09:27:07,500000.0,0.0
2018-04-10 09:27:07,500000.0,0.0
2018-04-10 09:27:08,500000.0,0.0
2018-04-10 09:27:10,500000.0,0.0
2018-04-10 09:27:11,500000.0,0.0
2018-04-10 09:27:13,500000.0,0.0
2018-04-10 09:27:16,500000.0,0.0
2018-04-10 09:27:18,500000.0,0.0
2018-04-10 09:27:19,500000.0,0.0
2018-04-10 09:27:20,500000.0,0.0
2018-04-10 09:27:23,500000.0,0.0
2018-04-10 09:27:29,500000.0,0.0
2018-04-10 09:27:42,500000.0,0.0
2018-04-10 09:27:46,500000.0,0.0
2018-04-10 09:27:55,500000.0,0.0
2018-04-10 09:27:56,500000.0,0.0
2018-04-10 09:28:01,500000.0,0.0
2018-04-10 09:28:03,500000.0,0.0
2018-04-10 09:28:06,500000.0,0.0
2018-04-10 09:28:07,500000.0,0.0
2018-04-10 09:28:07,500000.0,0.0
2018-04-10 09:28:10,500000.0,0.0
2018-04-10 09:28:11,500000.0,0.0
2018-04-10 09:28:11,500000.0,0.0
2018-04-10 09:28:22,500000.0,0.0
2018-04-10 09:28:29,500000.0,0.0
2018-04-10 09:28:30,500000.0,0.0
2018-04-10 09:28:37,500000.0,0.0
2018-04-10 09:28:37,500000.0,0.0
2018-04-10 09:28:38,500000.0,0.0
2018-04-10 09:28:40,500000.0,0.0
2018-04-10 09:28:43,500000.0,0.0
2018-04-10 09:28:49,500000.0,0.0
2018-04-10 09:28:52,500000.0,0.0
2018-04-10 09:28:54,500000.0,0.0
2018-04-10 09:28:55,500000.0,0.0
2018-04-10 09:28:59,500000.0,0.0
2018-04-10 09:29:01,500000.0,0.0
2018-04-10 09:29:01,500000.0,0.0
2018-04-10 09:29:03,500000.0,0.0
2018-04-10 09:29:06,500000.0,0.0
2018-04-10 09:29:07,500000.0,0.0
2018-04-10 09:29:22,500000.0,0.0
2018-04-10 09:29:23,500000.0,0.0
2018-04-10 09:29:43,500000.0,0.0
2018-04-10 09:29:52,500000.0,0.0
2018-04-10 09:29:57,500000.0,0.0
2018-04-10 09:29:59,500000.0,0.0
2018-04-10 09:30:00,500000.0,0.0
2018-04-10 09:30:08,500000.0,0.0
2018-04-10 09:30:13,500000.0,0.0
2018-04-10 09:30:14,500000.0,0.0
2018-04-10 09:30:17,500000.0,0.0
2018-04-10 09:30:21,500000.0,0.0
2018-04-10 09:30:26,500000.0,0.0
2018-04-10 09:30:31,500000.0,0.0
2018-04-10 09:30:34,500000.0,0.0
2018-04-10 09:30:36,500000.0,0.0
2018-04-10 09:30:43,500000.0,0.0
2018-04-10 09:30:44,500000.0,0.0
2018-04-10 09:30:48,500000.0,0.0
2018-04-10 09:30:48,500000.0,0.0
2018-04-10 09:30:56,500000.0,0.0
2018-04-10 09:31:00,500000.0,0.0
2018-04-10 09:31:02,500000.0,0.0
2018-04-10 09:31:04,500000.0,0.0
2018-04-10 09:31:04,500000.0,0.0
2018-04-10 09:31:05,500000.0,0.0
2018-04-10 09:31:06,500000.0,0.0
2018-04-10 09:31:07,500000.0,0.0
2018-04-10 09:31:07,500000.0,0.0
2018-04-10 09:31:08,500000.0,0.0
2018-04-10 09:31:08,500000.0,0.0
2018-04-10 09:31:10,500000.0,0.0
2018-04-10 09:31:16,500000.0,0.0
2018-04-10 09:31:19,500000.0,0.0
2018-04-10 09:31:19,500000.0,0.0
2018-04-10 09:31:20,500000.0,0.0
2018-04-10 09:31:20,500000.0,0.0
2018-04-10 09:31:25,500000.0,0.0
2018-04-10 09:31:33,500000.0,0.0
2018-04-10 09:31:54,500000.0,0.0
2018-04-10 09:32:01,500000.0,0.0
2018-04-10 09:32:01,500000.0,0.0
2018-04-10 09:32:02,500000.0,0.0
2018-04-10 09:32:06,500000.0,0.0
2018-04-10 09:32:58,500000.0,0.0
2018-04-10 09:33:09,500000.0,0.0
2018-04-10 09:33:10,500000.0,0.0
2018-04-10 09:33:24,500000.0,0.0
2018-04-10 09:33:26,500000.0,0.0
2018-04-10 09:33:40,500000.0,0.0
2018-04-10 09:33:51,500000.0,0.0
2018-04-10 09:33:56,500000.0,0.0
2018-04-10 09:33:57,500000.0,0.0
2018-04-10 09:33:57,500000.0,0.0
2018-04-10 09:34:00,500000.0,0.0
2018-04-10 09:34:04,500000.0,0.0
2018-04-10 09:34:05,500000.0,0.0
2018-04-10 09:34:06,500000.0,0.0
2018-04-10 09:34:07,500000.0,0.0
2018-04-10 09:34:18,500000.0,0.0
2018-04-10 09:34:20,500000.0,0.0
2018-04-10 09:34:23,500000.0,0.0
2018-04-10 09:34:24,500000.0,0.0
2018-04-10 09:34:26,500000.0,0.0
2018-04-10 09:34:27,500000.0,0.0
2018-04-10 09:34:29,500000.0,0.0
2018-04-10 09:34:33,500000.0,0.0
2018-04-10 09:34:43,500000.0,0.0
2018-04-10 09:34:44,500000.0,0.0
2018-04-10 09:34:44,500000.0,0.0
2018-04-10 09:34:45,500000.0,0.0
2018-04-10 09:34:47,500000.0,0.0
2018-04-10 09:34:48,500000.0,0.0
2018-04-10 09:34:50,500000.0,0.0
2018-04-10 09:34:55,500000.0,0.0
2018-04-10 09:34:59,500000.0,0.0
2018-04-10 09:35:01,500000.0,0.0
2018-04-10 09:35:01,500000.0,0.0
2018-04-10 09:35:02,500000.0,0.0
2018-04-10 09:35:03,500000.0,0.0
2018-04-10 09:35:10,500000.0,0.0
2018-04-10 09:35:10,500000.0,0.0
2018-04-10 09:35:11,500000.0,0.0
2018-04-10 09:35:18,500000.0,0.0
2018-04-10 09:35:19,500000.0,0.0
2018-04-10 09:35:24,500000.0,0.0
2018-04-10 09:35:26,500000.0,0.0
2018-04-10 09:35:26,500000.0,0.0
2018-04-10 09:35:28,500000.0,0.0
2018-04-10 09:35:29,500000.0,0.0
2018-04-10 09:35:30,500000.0,0.0
2018-04-10 09:35:34,500000.0,0.0
2018-04-10 09:35:36,500000.0,0.0
2018-04-10 09:35:38,500000.0,0.0
2018-04-10 09:35:54,500000.0,0.0
2018-04-10 09:35:55,500000.0,0.0
2018-04-10 09:35:57,500000.0,0.0
2018-04-10 09:35:58,500000.0,0.0
2018-04-10 09:35:58,500000.0,0.0
2018-04-10 09:36:01,500000.0,0.0
2018-04-10 09:36:07,500000.0,0.0
2018-04-10 09:36:08,500000.0,0.0
2018-04-10 09:36:11,500000.0,0.0
2018-04-10 09:36:11,500000.0,0.0
2018-04-10 09:36:12,500000.0,0.0
2018-04-10 09:36:14,500000.0,0.0
2018-04-10 09:36:15,500000.0,0.0
2018-04-10 09:36:16,500000.0,0.0
2018-04-10 09:36:16,500000.0,0.0
2018-04-10 09:36:18,500000.0,0.0
2018-04-10 09:36:18,500000.0,0.0
2018-04-10 09:36:21,500000.0,0.0
2018-04-10 09:36:23,500000.0,0.0
2018-04-10 09:36:25,500000.0,0.0
2018-04-10 09:36:26,500000.0,0.0
2018-04-10 09:36:26,500000.0,0.0
2018-04-10 09:36:29,500000.0,0.0
2018-04-10 09:36:30,500000.0,0.0
2018-04-10 09:36:30,500000.0,0.0
2018-04-10 09:36:31,500000.0,0.0
2018-04-10 09:36:31,500000.0,0.0
2018-04-10 09:36:32,500000.0,0.0
2018-04-10 09:36:35,500000.0,0.0
2018-04-10 09:36:36,500000.0,0.0
2018-04-10 09:36:36,500000.0,0.0
2018-04-10 09:36:40,500000.0,0.0
2018-04-10 09:36:41,500000.0,0.0
2018-04-10 09:36:46,500000.0,0.0
2018-04-10 09:36:47,500000.0,0.0
2018-04-10 09:36:48,500000.0,0.0
2018-04-10 09:36:49,500000.0,0.0
2018-04-10 09:36:50,500000.0,0.0
2018-04-10 09:36:50,500000.0,0.0
2018-04-10 09:36:52,500000.0,0.0
2018-04-10 09:36:57,500000.0,0.0
2018-04-10 09:36:58,500000.0,0.0
2018-04-10 09:37:04,500000.0,0.0
2018-04-10 09:37:08,500000.0,0.0
2018-04-10 09:37:09,500000.0,0.0
