2018-08-30 00:01:49.763 @SHFE F RB 1901|2018-08-30 00:01:49|3|4128.000000|1766544|1|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
2018-08-30 00:01:49.804 @SHFE F NI 1811|2018-08-30 00:01:49|3|110040.000000|181232|1|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
2018-08-30 00:01:50.763 @SHFE F NI 1811|2018-08-30 00:01:51.277|3|110040.000000|2|5|110010.000000|11|110030.000000|1|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|270818|109920.000000|111260.000000|109510.000000|109890.000000|116920.000000|103690.000000
2018-08-30 00:01:51.265 @SHFE F NI 1811|2018-08-30 00:01:51.778|3|110040.000000|2|5|110010.000000|17|110030.000000|1|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|270818|109920.000000|111260.000000|109510.000000|109890.000000|116920.000000|103690.000000
2018-08-30 00:01:52.768 @SHFE F NI 1811|2018-08-30 00:01:53.279|3|110040.000000|2|5|110010.000000|18|110030.000000|1|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|270818|109920.000000|111260.000000|109510.000000|109890.000000|116920.000000|103690.000000
2018-08-30 00:01:53.768 @SHFE F NI 1811|2018-08-30 00:01:54.281|3|110040.000000|2|5|110010.000000|18|110030.000000|2|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|270818|109920.000000|111260.000000|109510.000000|109890.000000|116920.000000|103690.000000
2018-08-30 00:01:54.268 @SHFE F NI 1811|2018-08-30 00:01:54.781|3|110040.000000|2|5|110020.000000|4|110030.000000|2|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|270818|109920.000000|111260.000000|109510.000000|109890.000000|116920.000000|103690.000000
2018-08-30 00:01:54.769 @SHFE F NI 1811|2018-08-30 00:01:55.282|3|110030.000000|4|5|110020.000000|5|110040.000000|8|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|270814|109920.000000|111260.000000|109510.000000|109890.000000|116920.000000|103690.000000
2018-08-30 00:01:55.771 @SHFE F NI 1811|2018-08-30 00:01:56.283|3|110030.000000|4|5|110020.000000|6|110040.000000|8|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|270814|109920.000000|111260.000000|109510.000000|109890.000000|116920.000000|103690.000000
2018-08-30 00:01:58.273 @SHFE F NI 1811|2018-08-30 00:01:58.785|3|110030.000000|4|5|110020.000000|6|110040.000000|9|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|0.000000|0|270814|109920.000000|111260.000000|109510.000000|109890.000000|116920.000000|103690.000000
