time,price,quantity,totalq,position,b1price,b1size,s1price,s1size,bors
2016-03-25 8:59:00,9285,860,860,400732,0,0,0,0,B
2016-03-25 9:00:00,9295,284,1144,64,9285,45,9295,12,B
2016-03-25 9:00:01,9295,406,1550,70,9290,105,9295,5,B
2016-03-25 9:00:01.5,9300,296,1846,44,9295,233,9300,55,B
2016-03-25 9:00:02,9300,358,2204,-44,9300,40,9305,83,B
2016-03-25 9:00:02.5,9305,282,2486,-116,9305,24,9310,257,B
2016-03-25 9:00:03,9305,376,2862,182,9300,60,9305,9,B
2016-03-25 9:00:03.5,9305,138,3000,-64,9300,91,9305,28,B
2016-03-25 9:00:04,9300,310,3310,-44,9295,162,9300,20,S
2016-03-25 9:00:04.5,9300,154,3464,4,9300,16,9305,15,S
2016-03-25 9:00:05,9300,410,3874,-126,9300,27,9305,100,S
2016-03-25 9:00:05.5,9300,248,4122,-106,9295,50,9300,8,S
2016-03-25 9:00:06,9290,230,4352,20,9290,75,9295,57,S
2016-03-25 9:00:06.5,9300,338,4690,34,9295,1,9300,146,B
2016-03-25 9:00:07,9295,150,4840,-134,9290,29,9295,110,S
2016-03-25 9:00:08,9295,64,4904,-20,9290,35,9295,54,S
2016-03-25 9:00:08.3333,9290,110,5014,-84,9290,94,9295,84,S
2016-03-25 9:00:08.6667,9290,130,5144,-48,9290,91,9295,33,S
2016-03-25 9:00:09,9295,158,5302,28,9295,193,9300,184,B
2016-03-25 9:00:10,9305,368,5670,28,9300,7,9305,41,B
2016-03-25 9:00:10.3333,9300,40,5710,-8,9300,40,9305,44,S
2016-03-25 9:00:10.6667,9300,100,5810,22,9300,59,9305,36,S
2016-03-25 9:00:11,9305,34,5844,26,9300,40,9305,35,B
2016-03-25 9:00:12,9300,282,6126,-144,9300,122,9305,53,S
2016-03-25 9:00:12.5,9300,26,6152,2,9300,114,9305,55,S
2016-03-25 9:00:13,9300,354,6506,40,9295,233,9300,360,S
2016-03-25 9:00:13.5,9300,178,6684,100,9295,241,9300,274,S
2016-03-25 9:00:14,9295,736,7420,16,9290,87,9300,60,S
2016-03-25 9:00:14.5,9295,264,7684,134,9290,53,9295,388,S
2016-03-25 9:00:15,9295,264,7948,134,9290,119,9295,283,S
2016-03-25 9:00:15.5,9290,274,8222,176,9285,253,9295,301,S
2016-03-25 9:00:16,9290,62,8284,32,9285,332,9290,25,S
2016-03-25 9:00:16.5,9295,260,8544,150,9290,12,9295,212,B
2016-03-25 9:00:17,9295,368,8912,366,9290,20,9295,72,B
2016-03-25 9:00:17.5,9295,92,9004,84,9290,40,9295,25,B
2016-03-25 9:00:18,9295,68,9072,-6,9290,115,9300,108,B
2016-03-25 9:00:18.5,9295,4,9076,4,9295,51,9300,108,B
2016-03-25 9:00:19,9295,16,9092,12,9295,109,9300,108,B
2016-03-25 9:00:19.5,9300,238,9330,206,9300,161,9305,46,B
2016-03-25 9:00:20,9310,160,9490,72,9305,17,9310,329,B
2016-03-25 9:00:20.5,9300,268,9758,-26,9300,155,9305,59,S
2016-03-25 9:00:21,9300,122,9880,-78,9295,58,9300,77,S
2016-03-25 9:00:21.5,9300,42,9922,18,9295,48,9300,124,S
2016-03-25 9:00:22,9300,42,9964,-12,9295,37,9300,117,S
2016-03-25 9:00:22.5,9295,212,10176,-72,9290,21,9295,33,S
2016-03-25 9:00:23,9295,196,10372,6,9295,163,9300,118,S
2016-03-25 9:00:23.5,9300,100,10472,46,9295,202,9300,35,B
2016-03-25 9:00:24,9295,576,11048,428,9290,133,9295,241,S
2016-03-25 9:00:24.5,9295,86,11134,66,9290,122,9295,202,S
2016-03-25 9:00:25,9295,382,11516,368,9290,116,9295,26,S
2016-03-25 9:00:25.5,9295,234,11750,22,9295,98,9300,45,S
2016-03-25 9:00:26,9300,80,11830,-8,9295,94,9300,43,B
2016-03-25 9:00:26.5,9300,68,11898,-62,9295,92,9300,31,B
2016-03-25 9:00:27,9300,74,11972,-24,9295,120,9300,46,B
2016-03-25 9:00:27.5,9300,84,12056,-2,9295,135,9300,5,B
2016-03-25 9:00:28,9300,32,12088,12,9300,62,9305,52,B
2016-03-25 9:00:28.5,9305,10,12098,6,9300,141,9305,49,B
2016-03-25 9:00:29,9305,122,12220,-4,9305,91,9310,449,B
2016-03-25 9:00:29.5,9305,182,12402,-114,9305,113,9310,408,B
2016-03-25 9:00:30,9310,916,13318,240,9310,119,9315,443,B
2016-03-25 9:00:30.5,9310,30,13348,8,9310,110,9315,433,B
2016-03-25 9:00:31,9315,40,13388,20,9310,223,9315,426,B
2016-03-25 9:00:31.5,9315,146,13534,-20,9310,220,9315,356,B
2016-03-25 9:00:32,9315,142,13676,-24,9310,293,9315,274,B
2016-03-25 9:00:32.5,9310,76,13752,-62,9310,280,9315,292,S
2016-03-25 9:00:33,9310,68,13820,0,9310,269,9315,269,S
2016-03-25 9:00:33.5,9315,292,14112,32,9310,262,9315,133,B
2016-03-25 9:00:34,9315,54,14166,-46,9310,261,9315,128,B
2016-03-25 9:00:34.5,9310,258,14424,14,9310,242,9315,19,S
2016-03-25 9:00:35,9315,168,14592,-112,9315,1,9320,279,B
2016-03-25 9:00:35.5,9315,76,14668,44,9310,137,9315,201,B
2016-03-25 9:00:36,9315,62,14730,8,9310,138,9315,166,B
2016-03-25 9:00:36.5,9315,270,15000,182,9310,180,9315,35,B
2016-03-25 9:00:37,9315,88,15088,62,9315,53,9320,293,B
2016-03-25 9:00:37.5,9320,148,15236,30,9315,29,9320,247,B
2016-03-25 9:00:38,9320,72,15308,24,9315,81,9320,234,B
2016-03-25 9:00:38.5,9320,24,15332,6,9315,176,9320,217,B
2016-03-25 9:00:39,9315,12,15344,2,9315,241,9320,223,S
2016-03-25 9:00:39.5,9320,42,15386,12,9315,230,9320,224,B
2016-03-25 9:00:40,9315,114,15500,36,9315,221,9320,188,S
2016-03-25 9:00:40.5,9320,158,15658,-42,9315,186,9320,137,B
2016-03-25 9:00:41,9320,182,15840,44,9315,181,9320,36,B
2016-03-25 9:00:41.5,9320,114,15954,-10,9320,99,9325,187,B
2016-03-25 9:00:42,9325,72,16026,-34,9320,14,9325,172,B
2016-03-25 9:00:42.5,9320,26,16052,6,9320,77,9325,194,S
2016-03-25 9:00:43,9320,192,16244,80,9320,31,9325,179,S
2016-03-25 9:00:43.5,9325,158,16402,-14,9320,181,9325,130,B
2016-03-25 9:00:44,9320,124,16526,-48,9320,144,9325,125,S
2016-03-25 9:00:44.5,9325,258,16784,36,9325,36,9330,217,B
2016-03-25 9:00:45,9325,66,16850,24,9325,16,9330,217,B
2016-03-25 9:00:45.5,9320,140,16990,2,9315,340,9325,120,S
2016-03-25 9:00:46,9320,52,17042,16,9315,339,9325,147,S
2016-03-25 9:00:46.5,9325,220,17262,172,9320,6,9325,414,B
2016-03-25 9:00:47,9320,62,17324,2,9315,340,9320,51,S
2016-03-25 9:00:47.5,9315,102,17426,-62,9315,326,9320,44,S
2016-03-25 9:00:48,9310,854,18280,316,9310,39,9315,2,S
2016-03-25 9:00:48.5,9315,262,18542,-56,9310,63,9315,75,B
2016-03-25 9:00:49,9315,28,18570,10,9310,55,9315,77,B
2016-03-25 9:00:49.5,9310,406,18976,98,9305,51,9310,375,S
2016-03-25 9:00:50,9310,74,19050,34,9305,91,9310,370,S
2016-03-25 9:00:50.5,9305,232,19282,-14,9300,109,9305,191,S
2016-03-25 9:00:51,9305,62,19344,-22,9300,118,9305,161,S
2016-03-25 9:00:51.5,9305,42,19386,-22,9300,95,9305,146,S
2016-03-25 9:00:52,9305,48,19434,-18,9300,57,9305,140,S
2016-03-25 9:00:52.5,9305,42,19476,12,9300,52,9305,137,S
2016-03-25 9:00:53,9300,206,19682,166,9295,87,9300,455,S
2016-03-25 9:00:53.5,9295,230,19912,108,9290,183,9295,75,S
2016-03-25 9:00:54,9295,118,20030,82,9290,168,9295,31,S
2016-03-25 9:00:54.5,9295,88,20118,4,9295,74,9300,483,S
2016-03-25 9:00:55,9295,178,20296,-112,9290,184,9295,6,S
2016-03-25 9:00:55.5,9295,126,20422,104,9295,3,9300,485,S
2016-03-25 9:00:56,9295,40,20462,36,9290,185,9300,490,S
2016-03-25 9:00:56.5,9300,36,20498,12,9295,7,9300,484,B
2016-03-25 9:00:57,9300,298,20796,-52,9295,82,9305,35,B
2016-03-25 9:00:57.5,9300,82,20878,-14,9300,50,9305,8,B
2016-03-25 9:00:58,9300,52,20930,-14,9300,44,9305,29,B
2016-03-25 9:00:58.5,9300,22,20952,2,9300,36,9305,29,B
2016-03-25 9:00:59,9300,140,21092,58,9300,129,9305,29,B
2016-03-25 9:00:59.5,9305,8,21100,-4,9300,133,9305,28,B
2016-03-25 9:01:00,9300,50,21150,14,9300,143,9305,21,S
2016-03-25 9:01:00.5,9310,408,21558,-136,9305,185,9310,58,B
2016-03-25 9:01:01,9310,60,21618,-8,9305,227,9310,29,B
2016-03-25 9:01:01.5,9300,826,22444,-160,9300,30,9305,28,S
2016-03-25 9:01:02,9300,22,22466,-6,9300,54,9305,32,S
2016-03-25 9:01:02.5,9305,12,22478,10,9300,55,9305,26,B
2016-03-25 9:01:03,9305,76,22554,66,9305,55,9310,93,B
2016-03-25 9:01:03.5,9305,38,22592,2,9305,48,9310,91,B
2016-03-25 9:01:04,9305,10,22602,4,9305,43,9310,91,B
2016-03-25 9:01:04.5,9305,202,22804,124,9305,17,9310,25,B
2016-03-25 9:01:05,9305,4,22808,2,9305,55,9310,41,B
2016-03-25 9:01:05.5,9305,4,22812,0,9305,222,9310,42,B
2016-03-25 9:01:06,9305,6,22818,-2,9305,286,9310,44,B
2016-03-25 9:01:06.5,9305,2,22820,2,9305,289,9310,39,B
2016-03-25 9:01:07,9310,80,22900,40,9305,247,9310,20,B
2016-03-25 9:01:08,9310,74,22974,38,9310,284,9315,66,B
2016-03-25 9:01:08.5,9310,20,22994,10,9310,278,9315,62,B
2016-03-25 9:01:09,9310,12,23006,12,9310,323,9315,63,B
2016-03-25 9:01:09.5,9315,150,23156,74,9315,228,9320,264,B
2016-03-25 9:01:10,9320,154,23310,68,9315,187,9320,271,B
2016-03-25 9:01:10.5,9320,544,23854,-408,9320,132,9325,410,B
2016-03-25 9:01:11,9320,284,24138,-240,9320,178,9325,268,B
2016-03-25 9:01:11.5,9325,10,24148,-8,9320,175,9325,155,B
2016-03-25 9:01:12,9320,42,24190,0,9320,160,9325,148,S
2016-03-25 9:01:12.5,9325,32,24222,0,9320,148,9325,142,B
2016-03-25 9:01:13,9325,4,24226,4,9320,148,9325,149,B
2016-03-25 9:01:13.5,9325,76,24302,4,9320,147,9325,145,B
2016-03-25 9:01:14,9320,18,24320,4,9320,146,9325,138,S
2016-03-25 9:01:14.5,9325,30,24350,26,9320,147,9325,124,B
2016-03-25 9:01:15,9325,94,24444,18,9320,153,9325,79,B
2016-03-25 9:01:15.5,9325,268,24712,82,9320,139,9325,241,B
2016-03-25 9:01:16,9320,8,24720,-2,9320,136,9325,237,S
2016-03-25 9:01:16.5,9325,14,24734,-6,9320,136,9325,233,B
2016-03-25 9:01:17,9325,28,24762,0,9320,177,9325,240,B
2016-03-25 9:01:17.5,9325,22,24784,-8,9320,217,9325,229,B
2016-03-25 9:01:18,9320,8,24792,0,9320,213,9325,232,S
2016-03-25 9:01:18.5,9320,4,24796,0,9320,166,9325,249,S
2016-03-25 9:01:19,9325,30,24826,-2,9320,202,9325,337,B
2016-03-25 9:01:20,9325,130,24956,-8,9320,193,9325,284,B
2016-03-25 9:01:20.3333,9325,94,25050,-2,9320,161,9325,244,B
2016-03-25 9:01:20.6667,9320,10,25060,-6,9320,214,9325,252,S
2016-03-25 9:01:21,9320,492,25552,180,9315,129,9320,574,S
2016-03-25 9:01:22,9320,360,25912,272,9310,248,9315,49,S
2016-03-25 9:01:22.5,9315,104,26016,-40,9310,119,9315,2,S
2016-03-25 9:01:23,9310,250,26266,174,9310,110,9315,250,S
2016-03-25 9:01:23.5,9315,210,26476,210,9310,119,9315,146,B
2016-03-25 9:01:24,9315,168,26644,138,9310,112,9315,63,B
2016-03-25 9:01:24.5,9320,136,26780,134,9310,162,9320,404,B
2016-03-25 9:01:25,9315,32,26812,12,9315,1,9320,414,S
2016-03-25 9:01:26,9310,122,26934,122,9315,1,9320,365,S
2016-03-25 9:01:26.5,9315,26,26960,26,9310,83,9315,69,B
2016-03-25 9:01:27,9310,100,27060,6,9310,103,9315,23,S
2016-03-25 9:01:27.5,9310,32,27092,2,9310,93,9315,20,S
2016-03-25 9:01:28,9320,100,27192,100,9310,141,9320,350,B
2016-03-25 9:01:28.5,9315,36,27228,32,9310,100,9315,17,S
2016-03-25 9:01:29,9315,32,27260,24,9310,111,9315,5,S
2016-03-25 9:01:29.5,9310,16,27276,12,9310,104,9315,9,S
2016-03-25 9:01:30,9315,30,27306,14,9315,5,9320,362,B
2016-03-25 9:01:30.5,9315,216,27522,2,9310,103,9315,89,B
2016-03-25 9:01:31,9315,298,27820,116,9310,85,9320,370,B
2016-03-25 9:01:31.5,9310,172,27992,108,9310,65,9315,92,S
2016-03-25 9:01:32,9315,330,28322,158,9315,191,9320,371,B
2016-03-25 9:01:33,9315,8,28330,0,9315,184,9320,395,B
2016-03-25 9:01:33.5,9315,2,28332,2,9315,286,9320,405,B
2016-03-25 9:01:34,9315,8,28340,6,9315,333,9320,405,B
2016-03-25 9:01:34.5,9315,116,28456,116,9315,276,9320,407,B
2016-03-25 9:01:35,9320,44,28500,42,9315,279,9320,391,B
2016-03-25 9:01:36,9315,20,28520,2,9315,293,9320,395,S
2016-03-25 9:01:36.5,9315,2,28522,2,9315,293,9320,386,S
2016-03-25 9:01:37,9315,2,28524,2,9315,292,9320,374,S
2016-03-25 9:01:38,9320,8,28532,4,9315,334,9320,359,B
2016-03-25 9:01:38.5,9315,62,28594,62,9315,303,9320,362,S
2016-03-25 9:01:39,9315,28,28622,8,9315,301,9320,349,S
2016-03-25 9:01:40,9320,218,28840,218,9315,286,9320,246,B
2016-03-25 9:01:40.5,9315,412,29252,338,9315,305,9320,44,S
2016-03-25 9:01:41,9320,86,29338,-24,9320,335,9325,424,B
2016-03-25 9:01:41.5,9320,100,29438,0,9320,141,9325,424,B
2016-03-25 9:01:42,9320,22,29460,20,9315,294,9320,72,B
2016-03-25 9:01:42.5,9325,202,29662,146,9315,296,9320,20,B
2016-03-25 9:01:43,9320,4,29666,4,9315,295,9320,23,S
2016-03-25 9:01:43.5,9320,2,29668,2,9315,326,9320,50,S
2016-03-25 9:01:44,9320,46,29714,44,9315,326,9320,33,S
2016-03-25 9:01:44.5,9320,70,29784,56,9320,65,9325,400,S
2016-03-25 9:01:45,9320,94,29878,52,9320,25,9325,405,S
2016-03-25 9:01:45.5,9320,112,29990,38,9320,16,9325,467,S
2016-03-25 9:01:46,9320,34,30024,-28,9315,355,9320,29,S
2016-03-25 9:01:46.5,9325,204,30228,66,9315,354,9320,2,B
2016-03-25 9:01:47,9320,42,30270,-18,9315,354,9320,41,S
2016-03-25 9:01:47.5,9320,2,30272,0,9315,349,9320,54,S
2016-03-25 9:01:48,9315,16,30288,14,9315,366,9320,59,S
2016-03-25 9:01:49,9320,104,30392,98,9315,366,9320,26,B
2016-03-25 9:01:49.5,9315,14,30406,4,9315,370,9320,25,S
2016-03-25 9:01:50,9315,2,30408,2,9315,378,9320,69,S
2016-03-25 9:01:51,9320,2,30410,0,9315,371,9320,84,B
2016-03-25 9:01:52,9315,8,30418,8,9315,367,9320,88,S
2016-03-25 9:01:53,9320,14,30432,2,9315,265,9320,88,B
2016-03-25 9:01:54,9320,38,30470,26,9315,201,9320,184,B
2016-03-25 9:01:54.5,9315,402,30872,308,9310,265,9315,34,S
2016-03-25 9:01:55,9315,180,31052,152,9310,245,9315,37,S
2016-03-25 9:01:55.5,9320,172,31224,132,9310,194,9320,195,B
2016-03-25 9:01:56,9315,26,31250,22,9315,132,9320,120,S
2016-03-25 9:01:57,9315,6,31256,6,9315,178,9320,198,S
2016-03-25 9:01:57.5,9320,30,31286,4,9315,166,9320,196,B
2016-03-25 9:01:58,9315,4,31290,2,9315,166,9320,180,S
2016-03-25 9:01:58.5,9315,4,31294,4,9315,164,9320,181,S
2016-03-25 9:01:59,9320,70,31364,18,9315,129,9320,174,B
2016-03-25 9:01:59.5,9320,70,31434,64,9315,185,9320,147,B
2016-03-25 9:02:00,9315,10,31444,10,9315,142,9320,147,S
2016-03-25 9:02:00.5,9320,20,31464,20,9315,120,9320,162,B
2016-03-25 9:02:01,9315,278,31742,158,9315,166,9320,26,S
2016-03-25 9:02:01.5,9320,76,31818,-34,9320,90,9325,272,B
2016-03-25 9:02:02,9320,8,31826,-6,9320,143,9325,275,B
2016-03-25 9:02:02.5,9325,432,32258,-346,9320,172,9325,74,B
2016-03-25 9:02:03,9325,156,32414,-76,9325,397,9330,424,B
2016-03-25 9:02:03.5,9325,26,32440,4,9325,448,9330,421,B
2016-03-25 9:02:04,9330,88,32528,-62,9325,500,9330,356,B
2016-03-25 9:02:04.5,9330,98,32626,28,9325,184,9330,316,B
2016-03-25 9:02:05,9330,716,33342,-366,9330,289,9335,313,B
2016-03-25 9:02:05.5,9330,10,33352,0,9330,392,9335,303,B
2016-03-25 9:02:06,9335,226,33578,-124,9330,413,9335,217,B
2016-03-25 9:02:06.5,9335,38,33616,30,9330,461,9335,213,B
2016-03-25 9:02:07,9330,18,33634,0,9330,461,9335,256,S
2016-03-25 9:02:07.5,9335,12,33646,2,9330,465,9335,246,B
2016-03-25 9:02:08,9330,44,33690,0,9330,419,9335,306,S
2016-03-25 9:02:08.5,9330,48,33738,6,9330,419,9335,283,S
2016-03-25 9:02:09,9330,16,33754,8,9330,413,9335,305,S
2016-03-25 9:02:09.5,9330,10,33764,6,9330,414,9335,314,S
2016-03-25 9:02:10,9330,78,33842,-32,9330,410,9335,275,S
2016-03-25 9:02:10.5,9335,256,34098,38,9330,451,9335,106,B
2016-03-25 9:02:11,9335,286,34384,-14,9335,174,9340,381,B
2016-03-25 9:02:11.5,9335,108,34492,108,9335,183,9340,342,B
2016-03-25 9:02:12,9335,16,34508,2,9335,297,9340,329,B
2016-03-25 9:02:13,9335,50,34558,10,9335,283,9340,301,B
2016-03-25 9:02:13.3333,9335,2,34560,2,9335,302,9340,298,B
2016-03-25 9:02:13.6667,9340,208,34768,70,9335,300,9340,191,B
2016-03-25 9:02:14,9340,6,34774,-2,9335,408,9340,166,B
2016-03-25 9:02:14.5,9340,120,34894,-38,9335,362,9340,85,B
2016-03-25 9:02:15,9340,218,35112,64,9340,31,9345,446,B
2016-03-25 9:02:16,9340,114,35226,28,9340,10,9345,519,B
2016-03-25 9:02:16.5,9340,106,35332,60,9340,104,9345,529,B
2016-03-25 9:02:17,9340,350,35682,108,9340,104,9345,364,B
2016-03-25 9:02:17.5,9340,4,35686,0,9340,175,9345,366,B
2016-03-25 9:02:18,9345,2,35688,-2,9340,192,9345,262,B
2016-03-25 9:02:18.5,9345,18,35706,-12,9340,198,9345,254,B
2016-03-25 9:02:19,9340,86,35792,60,9340,181,9345,248,S
2016-03-25 9:02:19.5,9340,28,35820,28,9340,168,9345,247,S
2016-03-25 9:02:20,9345,108,35928,60,9340,177,9345,195,B
2016-03-25 9:02:20.5,9340,478,36406,238,9335,395,9340,309,S
2016-03-25 9:02:21,9335,28,36434,0,9335,362,9340,351,S
2016-03-25 9:02:22,9335,792,37226,662,9330,574,9335,104,S
2016-03-25 9:02:22.5,9335,96,37322,60,9330,310,9335,119,S
2016-03-25 9:02:23,9335,26,37348,2,9330,274,9335,211,S
2016-03-25 9:02:23.5,9330,318,37666,238,9330,99,9335,209,S
2016-03-25 9:02:24,9330,4,37670,2,9330,79,9335,213,S
2016-03-25 9:02:24.5,9335,20,37690,-10,9330,116,9335,225,B
2016-03-25 9:02:25,9330,6,37696,-6,9330,137,9335,226,S
2016-03-25 9:02:26,9335,22,37718,20,9330,153,9335,215,B
2016-03-25 9:02:26.5,9330,24,37742,6,9330,142,9335,218,S
2016-03-25 9:02:27,9330,8,37750,4,9330,267,9335,219,S
2016-03-25 9:02:27.5,9330,72,37822,16,9330,202,9335,209,S
2016-03-25 9:02:28,9330,40,37862,6,9330,195,9335,194,S
2016-03-25 9:02:29,9335,310,38172,-52,9330,284,9335,35,B
2016-03-25 9:02:29.5,9335,90,38262,-2,9335,220,9340,418,B
2016-03-25 9:02:30,9335,422,38684,180,9335,73,9340,369,B
2016-03-25 9:02:30.5,9335,116,38800,-34,9335,81,9340,370,B
2016-03-25 9:02:31,9335,210,39010,196,9330,257,9340,366,B
2016-03-25 9:02:31.5,9340,102,39112,102,9335,98,9340,316,B
2016-03-25 9:02:32,9335,2,39114,2,9335,74,9340,316,S
2016-03-25 9:02:32.5,9335,2,39116,2,9335,70,9340,318,S
2016-03-25 9:02:33,9335,8,39124,8,9335,78,9340,327,S
2016-03-25 9:02:33.5,9335,266,39390,240,9335,118,9340,209,S
2016-03-25 9:02:34,9335,20,39410,20,9335,95,9340,204,S
2016-03-25 9:02:34.5,9335,24,39434,20,9335,40,9340,194,S
2016-03-25 9:02:35,9335,14,39448,0,9330,295,9340,196,S
2016-03-25 9:02:35.5,9335,20,39468,8,9330,297,9340,195,S
2016-03-25 9:02:36,9335,436,39904,200,9335,129,9340,30,S
2016-03-25 9:02:36.5,9340,180,40084,14,9335,186,9340,239,B
2016-03-25 9:02:37,9340,20,40104,-4,9335,131,9340,272,B
2016-03-25 9:02:37.5,9340,152,40256,-24,9335,121,9340,211,B
2016-03-25 9:02:38,9330,286,40542,114,9330,283,9335,402,S
2016-03-25 9:02:39,9335,190,40732,188,9330,275,9335,327,B
2016-03-25 9:02:39.5,9335,204,40936,202,9330,255,9335,226,B
2016-03-25 9:02:40,9335,6,40942,6,9330,277,9335,224,B
2016-03-25 9:02:41,9340,522,41464,118,9335,86,9340,214,B
2016-03-25 9:02:41.5,9340,4,41468,0,9335,94,9340,226,B
2016-03-25 9:02:42,9340,4,41472,4,9335,215,9340,264,B
2016-03-25 9:02:42.5,9335,324,41796,270,9335,67,9340,274,S
2016-03-25 9:02:43,9340,156,41952,38,9330,266,9340,220,B
2016-03-25 9:02:43.5,9335,32,41984,-16,9330,316,9340,248,S
2016-03-25 9:02:44,9340,94,42078,-76,9330,318,9340,211,B
2016-03-25 9:02:44.5,9340,8,42086,-8,9335,62,9340,214,B
2016-03-25 9:02:45,9340,20,42106,16,9335,44,9340,233,B
2016-03-25 9:02:45.5,9340,222,42328,62,9335,62,9340,164,B
2016-03-25 9:02:46,9340,324,42652,-216,9335,63,9340,12,B
2016-03-25 9:02:46.5,9335,44,42696,10,9335,117,9340,73,S
2016-03-25 9:02:47,9335,2,42698,0,9335,142,9340,102,S
2016-03-25 9:02:47.5,9340,4,42702,2,9335,67,9340,143,B
2016-03-25 9:02:48,9335,220,42922,100,9335,85,9340,111,S
2016-03-25 9:02:49,9335,4,42926,0,9335,85,9340,115,S
2016-03-25 9:02:49.5,9340,268,43194,126,9335,107,9340,1,B
2016-03-25 9:02:50,9340,72,43266,-52,9335,130,9345,373,B
2016-03-25 9:02:50.5,9335,56,43322,-6,9335,145,9340,45,S
2016-03-25 9:02:51,9340,122,43444,-22,9335,100,9340,19,B
2016-03-25 9:02:52,9340,40,43484,4,9340,83,9345,386,B
2016-03-25 9:02:52.5,9345,6,43490,4,9340,86,9345,384,B
2016-03-25 9:02:53,9340,22,43512,8,9340,137,9345,378,S
2016-03-25 9:02:53.5,9340,12,43524,12,9340,80,9345,378,S
2016-03-25 9:02:54,9340,20,43544,20,9340,80,9345,378,S
2016-03-25 9:02:55,9345,6,43550,6,9340,78,9345,381,B
2016-03-25 9:02:55.5,9340,40,43590,20,9340,68,9345,381,S
2016-03-25 9:02:56,9340,136,43726,-2,9335,150,9340,50,S
2016-03-25 9:02:56.5,9340,44,43770,-30,9335,139,9340,62,S
2016-03-25 9:02:57,9340,198,43968,16,9340,51,9345,404,S
2016-03-25 9:02:57.5,9340,38,44006,6,9340,169,9345,397,S
2016-03-25 9:02:58,9345,16,44022,-2,9340,694,9345,389,B
2016-03-25 9:02:58.5,9345,336,44358,332,9340,365,9345,355,B
2016-03-25 9:02:59,9345,2,44360,0,9340,221,9345,384,B
2016-03-25 9:02:59.5,9340,42,44402,40,9340,199,9345,385,S
2016-03-25 9:03:00,9340,270,44672,-210,9335,157,9345,389,S
2016-03-25 9:03:00.5,9340,74,44746,24,9335,136,9340,28,S
2016-03-25 9:03:01,9335,30,44776,0,9335,145,9340,31,S
2016-03-25 9:03:01.5,9340,60,44836,-28,9335,140,9340,238,B
2016-03-25 9:03:02,9335,6,44842,6,9335,124,9340,250,S
2016-03-25 9:03:02.5,9340,2,44844,2,9335,124,9340,255,B
2016-03-25 9:03:03,9335,6,44850,0,9335,120,9340,303,S
2016-03-25 9:03:04,9340,32,44882,16,9335,146,9340,481,B
2016-03-25 9:03:04.5,9340,356,45238,254,9335,152,9340,314,B
2016-03-25 9:03:05,9335,14,45252,-8,9335,146,9340,321,S
2016-03-25 9:03:05.5,9335,4,45256,4,9335,149,9340,322,S
2016-03-25 9:03:06,9335,50,45306,20,9335,135,9340,313,S
2016-03-25 9:03:06.5,9340,248,45554,42,9335,112,9340,218,B
2016-03-25 9:03:07,9340,2,45556,0,9335,132,9340,225,B
2016-03-25 9:03:07.5,9340,464,46020,328,9340,240,9345,573,B
2016-03-25 9:03:08,9340,18,46038,2,9340,234,9345,442,B
2016-03-25 9:03:09,9340,6,46044,0,9340,290,9345,412,B
2016-03-25 9:03:10,9345,206,46250,132,9340,288,9345,316,B
2016-03-25 9:03:10.5,9345,338,46588,-338,9340,337,9345,152,B
2016-03-25 9:03:11,9345,228,46816,82,9340,330,9345,36,B
2016-03-25 9:03:11.5,9345,26,46842,20,9340,400,9345,24,B
2016-03-25 9:03:12,9340,50,46892,8,9340,400,9350,733,S
2016-03-25 9:03:12.5,9340,4,46896,-2,9345,30,9350,701,S
2016-03-25 9:03:13,9345,30,46926,-8,9345,145,9350,620,B
2016-03-25 9:03:14,9350,20,46946,6,9345,137,9350,619,B
2016-03-25 9:03:14.5,9345,126,47072,106,9345,79,9350,612,S
2016-03-25 9:03:15,9345,18,47090,0,9345,83,9350,603,S
2016-03-25 9:03:15.5,9350,40,47130,40,9345,85,9350,583,B
2016-03-25 9:03:16,9345,4,47134,0,9345,90,9350,583,S
2016-03-25 9:03:16.5,9345,184,47318,-108,9340,272,9345,61,S
2016-03-25 9:03:17,9345,36,47354,-18,9340,171,9345,218,S
2016-03-25 9:03:17.5,9340,8,47362,6,9340,34,9345,229,S
2016-03-25 9:03:18,9340,110,47472,60,9335,249,9340,12,S
2016-03-25 9:03:18.5,9340,48,47520,-48,9335,277,9340,16,S
2016-03-25 9:03:19,9340,24,47544,-24,9335,270,9340,24,S
2016-03-25 9:03:19.5,9345,126,47670,-2,9335,316,9345,196,B
2016-03-25 9:03:20,9340,16,47686,-4,9335,315,9340,3,S
2016-03-25 9:03:20.5,9345,50,47736,30,9340,9,9345,190,B
2016-03-25 9:03:21,9340,30,47766,0,9340,135,9345,229,S
2016-03-25 9:03:22,9340,40,47806,16,9340,95,9345,219,S
2016-03-25 9:03:22.5,9340,6,47812,0,9340,182,9345,221,S
2016-03-25 9:03:23,9340,2,47814,0,9340,216,9345,221,S
2016-03-25 9:03:23.5,9345,130,47944,118,9340,216,9345,170,B
2016-03-25 9:03:24,9345,10,47954,10,9340,281,9345,153,B
2016-03-25 9:03:24.5,9345,32,47986,10,9340,215,9345,155,B
2016-03-25 9:03:25,9345,122,48108,116,9340,258,9345,94,B
2016-03-25 9:03:26,9345,10,48118,4,9340,222,9345,94,B
2016-03-25 9:03:27,9345,4,48122,4,9340,217,9345,94,B
