time,price,quantity,totalq,position,b1price,b1size,s1price,s1size,bors
2016-03-25 9:46:52,9380,64,256804,-4,9375,449,9380,2,S
2016-03-25 9:46:53,9380,4,256808,4,9375,394,9385,350,S
2016-03-25 9:46:55,9380,24,256832,20,9380,23,9385,248,S
2016-03-25 9:46:56,9380,4,256836,-4,9380,21,9385,251,S
2016-03-25 9:46:56.5,9385,42,256878,40,9380,23,9385,231,B
2016-03-25 9:46:57,9380,2,256880,0,9380,22,9385,237,S
2016-03-25 9:46:58,9380,42,256922,10,9380,1,9385,237,S
2016-03-25 9:46:58.5,9380,14,256936,2,9375,396,9380,48,S
2016-03-25 9:46:59,9380,2,256938,0,9375,396,9380,61,S
2016-03-25 9:47:01,9380,2,256940,0,9375,396,9380,62,S
2016-03-25 9:47:01.5,9380,4,256944,-2,9375,396,9380,65,S
2016-03-25 9:47:03,9380,152,257096,-68,9375,402,9380,6,S
2016-03-25 9:47:03.5,9380,18,257114,6,9380,58,9385,246,S
2016-03-25 9:47:06,9385,106,257220,60,9380,15,9385,194,B
2016-03-25 9:47:06.5,9385,2,257222,-2,9380,18,9385,194,B
2016-03-25 9:47:07,9380,2,257224,2,9380,18,9385,194,S
2016-03-25 9:47:07.5,9380,20,257244,18,9380,6,9385,188,S
2016-03-25 9:47:08,9380,8,257252,6,9380,7,9385,201,S
2016-03-25 9:47:09,9385,18,257270,-8,9380,80,9385,104,B
2016-03-25 9:47:11,9385,210,257480,-42,9385,102,9390,375,B
2016-03-25 9:47:12,9390,4,257484,0,9385,142,9390,319,B
2016-03-25 9:47:13,9385,2,257486,2,9385,142,9390,300,S
2016-03-25 9:47:14,9385,6,257492,4,9385,141,9390,289,S
2016-03-25 9:47:16,9380,656,258148,274,9375,447,9385,119,S
2016-03-25 9:47:17,9380,88,258236,4,9375,447,9380,103,S
2016-03-25 9:47:18,9380,4,258240,-4,9375,425,9380,101,S
2016-03-25 9:47:20,9380,2,258242,-2,9375,412,9380,111,S
2016-03-25 9:47:20.5,9380,2,258244,-2,9375,412,9380,112,S
2016-03-25 9:47:22,9380,4,258248,-2,9375,412,9380,111,S
2016-03-25 9:47:23,9380,102,258350,100,9375,411,9380,62,S
2016-03-25 9:47:23.5,9380,6,258356,6,9375,411,9380,65,S
2016-03-25 9:47:24,9380,116,258472,-24,9380,2,9385,162,S
2016-03-25 9:47:25,9380,4,258476,0,9380,1,9385,163,S
2016-03-25 9:47:25.5,9385,8,258484,-8,9380,11,9385,159,B
2016-03-25 9:47:28,9380,20,258504,6,9380,13,9385,156,S
2016-03-25 9:47:28.5,9380,96,258600,2,9380,12,9385,116,S
2016-03-25 9:47:29,9385,38,258638,0,9380,64,9385,110,B
2016-03-25 9:47:30,9385,20,258658,-20,9380,80,9385,100,B
2016-03-25 9:47:32,9385,12,258670,-2,9380,80,9385,95,B
2016-03-25 9:47:33,9385,2,258672,-2,9380,81,9385,98,B
2016-03-25 9:47:34,9380,10,258682,10,9380,77,9385,98,S
2016-03-25 9:47:35,9380,10,258692,0,9380,72,9385,98,S
2016-03-25 9:47:36,9380,68,258760,56,9375,486,9380,54,S
2016-03-25 9:47:36.5,9380,58,258818,58,9375,420,9380,36,S
2016-03-25 9:47:37,9380,40,258858,40,9375,417,9380,22,S
2016-03-25 9:47:38,9380,2,258860,0,9375,419,9380,24,S
2016-03-25 9:47:40,9380,2,258862,2,9375,419,9380,80,S
2016-03-25 9:47:42,9380,4,258866,2,9375,419,9380,98,S
2016-03-25 9:47:43,9380,2,258868,-2,9375,422,9380,124,S
2016-03-25 9:47:44,9380,4,258872,0,9375,422,9380,123,S
2016-03-25 9:47:46,9380,4,258876,4,9375,422,9380,121,S
2016-03-25 9:47:49,9380,2,258878,-2,9375,422,9380,133,S
2016-03-25 9:47:49.5,9380,2,258880,0,9375,422,9380,136,S
2016-03-25 9:47:51,9380,2,258882,0,9375,422,9380,140,S
2016-03-25 9:47:52,9380,2,258884,0,9375,422,9380,146,S
2016-03-25 9:47:54,9380,2,258886,-2,9375,426,9380,149,S
2016-03-25 9:47:55,9380,6,258892,0,9375,423,9380,146,S
2016-03-25 9:47:56,9380,12,258904,0,9375,424,9380,141,S
2016-03-25 9:47:58,9375,2,258906,0,9375,438,9380,142,S
2016-03-25 9:47:59,9380,8,258914,2,9375,437,9380,138,B
2016-03-25 9:48:00,9380,6,258920,6,9375,437,9380,136,B
2016-03-25 9:48:01,9375,2,258922,-2,9375,332,9380,136,S
2016-03-25 9:48:01.5,9380,4,258926,0,9375,332,9380,133,B
2016-03-25 9:48:03,9375,2,258928,0,9375,337,9380,157,S
2016-03-25 9:48:03.5,9375,20,258948,-20,9375,327,9380,158,S
2016-03-25 9:48:04,9375,2,258950,0,9375,326,9380,159,S
2016-03-25 9:48:05,9380,4,258954,-2,9375,325,9380,158,B
2016-03-25 9:48:07,9375,4,258958,-2,9375,324,9380,146,S
2016-03-25 9:48:07.5,9375,22,258980,18,9375,322,9380,136,S
2016-03-25 9:48:08,9375,6,258986,4,9375,329,9380,134,S
2016-03-25 9:48:09,9375,4,258990,0,9375,340,9380,130,S
2016-03-25 9:48:09.5,9375,4,258994,-4,9375,333,9380,130,S
2016-03-25 9:48:10,9380,2,258996,-2,9375,333,9380,129,B
2016-03-25 9:48:10.5,9380,4,259000,-4,9375,334,9380,117,B
2016-03-25 9:48:11,9375,20,259020,4,9375,323,9380,118,S
2016-03-25 9:48:12,9375,2,259022,2,9375,302,9380,129,S
2016-03-25 9:48:13,9375,80,259102,74,9375,261,9380,129,S
2016-03-25 9:48:14,9375,2,259104,2,9375,260,9380,129,S
2016-03-25 9:48:15,9375,380,259484,332,9375,69,9380,129,S
2016-03-25 9:48:15.5,9375,20,259504,-4,9375,59,9380,129,S
2016-03-25 9:48:16,9375,12,259516,-10,9375,53,9380,129,S
2016-03-25 9:48:16.5,9375,40,259556,-28,9375,63,9380,129,S
2016-03-25 9:48:17,9375,194,259750,-140,9370,312,9380,130,S
2016-03-25 9:48:17.5,9375,4,259754,2,9375,6,9380,129,S
2016-03-25 9:48:18,9375,12,259766,12,9375,10,9380,137,S
2016-03-25 9:48:18.5,9380,2,259768,0,9375,10,9380,146,B
2016-03-25 9:48:20,9375,122,259890,-58,9370,340,9375,2,S
2016-03-25 9:48:20.5,9375,32,259922,-16,9375,63,9380,94,S
2016-03-25 9:48:21,9375,2,259924,-2,9375,72,9380,94,S
2016-03-25 9:48:23,9375,20,259944,-12,9375,45,9380,94,S
2016-03-25 9:48:24,9375,2,259946,0,9375,42,9380,106,S
2016-03-25 9:48:25,9375,84,260030,34,9370,364,9375,51,S
2016-03-25 9:48:26,9375,2,260032,0,9370,339,9375,88,S
2016-03-25 9:48:27,9370,4,260036,0,9370,328,9375,97,S
2016-03-25 9:48:27.5,9370,2,260038,-2,9370,331,9375,97,S
2016-03-25 9:48:28,9370,48,260086,-16,9370,279,9375,113,S
2016-03-25 9:48:29,9370,496,260582,-24,9365,361,9370,50,S
2016-03-25 9:48:29.5,9370,30,260612,-2,9365,170,9370,564,S
2016-03-25 9:48:30,9365,6,260618,4,9365,154,9370,672,S
2016-03-25 9:48:30.5,9365,68,260686,22,9365,171,9370,671,S
2016-03-25 9:48:31,9365,102,260788,-52,9365,120,9370,621,S
2016-03-25 9:48:31.5,9370,4,260792,0,9365,220,9370,622,B
2016-03-25 9:48:32,9370,58,260850,28,9365,192,9370,607,B
2016-03-25 9:48:32.5,9370,28,260878,28,9365,178,9370,594,B
2016-03-25 9:48:33,9365,26,260904,-4,9365,164,9370,594,S
2016-03-25 9:48:33.5,9365,2,260906,0,9365,165,9370,594,S
2016-03-25 9:48:34,9365,332,261238,-60,9360,454,9365,269,S
2016-03-25 9:48:34.5,9360,108,261346,24,9360,401,9365,327,S
2016-03-25 9:48:35,9360,20,261366,-6,9360,317,9365,354,S
2016-03-25 9:48:35.5,9360,828,262194,-512,9360,269,9370,175,S
2016-03-25 9:48:36,9360,64,262258,-2,9360,248,9365,70,S
2016-03-25 9:48:36.5,9365,118,262376,38,9365,4,9370,160,B
2016-03-25 9:48:37,9365,152,262528,-128,9365,62,9370,171,B
2016-03-25 9:48:37.5,9365,14,262542,-6,9365,70,9370,99,B
2016-03-25 9:48:38,9365,2,262544,0,9365,71,9370,101,B
2016-03-25 9:48:38.5,9365,60,262604,0,9365,43,9370,102,B
2016-03-25 9:48:39,9370,2,262606,0,9365,45,9370,101,B
2016-03-25 9:48:40,9365,2,262608,-2,9365,78,9370,102,S
2016-03-25 9:48:40.5,9365,4,262612,0,9365,178,9370,106,S
2016-03-25 9:48:41,9365,20,262632,0,9365,168,9370,118,S
2016-03-25 9:48:41.5,9365,8,262640,0,9365,163,9370,108,S
2016-03-25 9:48:42,9365,4,262644,-2,9365,161,9370,107,S
2016-03-25 9:48:42.5,9365,160,262804,-108,9365,81,9370,107,S
2016-03-25 9:48:43,9365,10,262814,0,9365,77,9370,110,S
2016-03-25 9:48:44,9365,4,262818,0,9365,76,9370,116,S
2016-03-25 9:48:48,9365,52,262870,10,9365,67,9370,120,S
2016-03-25 9:48:48.5,9365,2,262872,2,9365,80,9370,120,S
2016-03-25 9:48:49,9365,52,262924,0,9365,54,9370,120,S
2016-03-25 9:48:50,9365,134,263058,76,9365,59,9370,191,S
2016-03-25 9:48:50.5,9365,6,263064,-4,9365,48,9370,113,S
2016-03-25 9:48:51,9365,10,263074,-10,9365,25,9370,117,S
2016-03-25 9:48:51.5,9365,10,263084,10,9365,51,9370,115,S
2016-03-25 9:48:52,9370,6,263090,4,9365,45,9370,114,B
2016-03-25 9:48:53,9365,4,263094,0,9365,26,9370,116,S
2016-03-25 9:48:55,9365,2,263096,2,9365,27,9370,111,S
2016-03-25 9:48:55.5,9365,14,263110,-2,9365,21,9370,111,S
2016-03-25 9:48:56,9365,4,263114,0,9365,25,9370,111,S
2016-03-25 9:48:57,9365,4,263118,2,9365,19,9370,116,S
2016-03-25 9:48:58,9370,4,263122,2,9365,19,9370,116,B
2016-03-25 9:48:59,9365,42,263164,-18,9360,311,9365,10,S
2016-03-25 9:49:00,9365,52,263216,-6,9365,17,9370,126,S
2016-03-25 9:49:00.5,9365,6,263222,0,9365,15,9370,126,S
2016-03-25 9:49:01,9370,88,263310,50,9365,19,9370,88,B
2016-03-25 9:49:02,9365,84,263394,8,9365,26,9370,69,S
2016-03-25 9:49:02.5,9365,4,263398,2,9365,26,9370,96,S
2016-03-25 9:49:03,9370,76,263474,-46,9360,317,9370,262,B
2016-03-25 9:49:03.5,9365,22,263496,-8,9360,319,9365,23,S
2016-03-25 9:49:04,9365,2,263498,2,9360,295,9365,43,S
2016-03-25 9:49:05,9365,4,263502,-2,9360,327,9365,48,S
2016-03-25 9:49:06,9365,4,263506,-4,9360,327,9365,47,S
2016-03-25 9:49:06.5,9365,6,263512,0,9360,337,9365,44,S
2016-03-25 9:49:07,9365,2,263514,0,9360,337,9365,45,S
2016-03-25 9:49:08,9365,24,263538,-16,9360,338,9365,44,S
2016-03-25 9:49:09,9365,44,263582,6,9360,313,9365,42,S
2016-03-25 9:49:09.5,9360,38,263620,28,9360,368,9365,28,S
2016-03-25 9:49:10,9365,26,263646,24,9360,370,9365,42,B
2016-03-25 9:49:10.5,9365,18,263664,0,9360,370,9365,34,B
2016-03-25 9:49:11,9360,366,264030,154,9360,194,9365,67,S
2016-03-25 9:49:12,9360,94,264124,18,9360,149,9365,69,S
2016-03-25 9:49:13,9365,2,264126,0,9360,144,9365,69,B
2016-03-25 9:49:14,9360,4,264130,0,9360,154,9365,100,S
2016-03-25 9:49:15,9365,10,264140,4,9360,152,9365,161,B
2016-03-25 9:49:15.3333,9360,6,264146,-4,9360,154,9365,162,S
2016-03-25 9:49:15.6667,9360,22,264168,0,9360,133,9365,166,S
2016-03-25 9:49:16,9360,364,264532,72,9360,118,9365,194,S
2016-03-25 9:49:17,9360,238,264770,106,9355,587,9360,42,S
2016-03-25 9:49:17.5,9355,224,264994,-38,9355,479,9360,79,S
2016-03-25 9:49:18,9355,92,265086,42,9355,471,9360,56,S
2016-03-25 9:49:18.5,9355,60,265146,28,9355,466,9360,36,S
2016-03-25 9:49:19,9355,2,265148,2,9355,467,9360,48,S
2016-03-25 9:49:19.5,9355,16,265164,0,9355,461,9360,48,S
2016-03-25 9:49:20,9360,20,265184,-20,9355,464,9360,39,B
2016-03-25 9:49:20.5,9355,84,265268,-76,9355,463,9360,2,S
2016-03-25 9:49:21,9360,36,265304,0,9360,129,9365,234,B
2016-03-25 9:49:21.5,9360,262,265566,-44,9360,10,9365,225,B
2016-03-25 9:49:22,9355,58,265624,4,9355,463,9360,31,S
2016-03-25 9:49:23,9360,64,265688,0,9360,18,9365,234,B
2016-03-25 9:49:23.5,9360,42,265730,6,9360,5,9365,216,B
2016-03-25 9:49:24,9365,20,265750,2,9360,3,9365,215,B
2016-03-25 9:49:24.5,9360,40,265790,-16,9360,96,9365,175,S
2016-03-25 9:49:25,9360,50,265840,-38,9360,83,9365,168,S
2016-03-25 9:49:25.5,9360,50,265890,-8,9360,187,9365,167,S
2016-03-25 9:49:26,9360,2,265892,0,9360,169,9365,169,S
2016-03-25 9:49:26.5,9360,2,265894,0,9360,169,9365,173,S
2016-03-25 9:49:27,9360,140,266034,36,9360,116,9365,169,S
2016-03-25 9:49:27.5,9365,2,266036,2,9360,120,9365,173,B
2016-03-25 9:49:28,9360,2,266038,0,9360,141,9365,174,S
2016-03-25 9:49:32,9360,2,266040,0,9360,236,9365,212,S
2016-03-25 9:49:32.5,9360,42,266082,0,9360,243,9365,192,S
2016-03-25 9:49:33,9365,24,266106,20,9360,241,9365,209,B
2016-03-25 9:49:33.5,9360,18,266124,16,9360,254,9365,209,S
2016-03-25 9:49:34,9360,6,266130,2,9360,196,9365,208,S
2016-03-25 9:49:34.5,9365,2,266132,2,9360,196,9365,217,B
2016-03-25 9:49:35,9360,16,266148,0,9360,188,9365,241,S
2016-03-25 9:49:36,9365,4,266152,4,9360,200,9365,240,B
2016-03-25 9:49:39,9360,14,266166,4,9360,211,9365,238,S
2016-03-25 9:49:39.5,9360,6,266172,-2,9360,210,9365,236,S
2016-03-25 9:49:40,9360,10,266182,-4,9360,206,9365,241,S
2016-03-25 9:49:41,9365,10,266192,-4,9360,205,9365,235,B
2016-03-25 9:49:41.5,9365,34,266226,30,9360,205,9365,218,B
2016-03-25 9:49:42,9360,348,266574,126,9360,3,9365,210,S
2016-03-25 9:49:43,9360,2,266576,0,9360,6,9365,195,S
2016-03-25 9:49:44,9360,2,266578,0,9360,46,9365,194,S
2016-03-25 9:49:44.5,9360,6,266584,2,9360,47,9365,191,S
2016-03-25 9:49:45,9360,8,266592,-4,9360,49,9365,179,S
2016-03-25 9:49:46,9360,4,266596,4,9360,68,9365,171,S
2016-03-25 9:49:46.5,9360,2,266598,2,9360,67,9365,169,S
2016-03-25 9:49:47,9365,4,266602,0,9360,69,9365,163,B
2016-03-25 9:49:48,9365,4,266606,0,9360,93,9365,158,B
2016-03-25 9:49:48.5,9360,4,266610,4,9360,91,9365,173,S
2016-03-25 9:49:49,9360,2,266612,2,9360,90,9365,164,S
2016-03-25 9:49:50,9360,168,266780,96,9355,497,9360,49,S
2016-03-25 9:49:51,9360,6,266786,2,9355,497,9360,62,S
2016-03-25 9:49:51.5,9360,2,266788,-2,9355,496,9360,63,S
2016-03-25 9:49:52,9360,6,266794,2,9355,496,9360,79,S
2016-03-25 9:49:53,9360,6,266800,0,9355,497,9360,110,S
2016-03-25 9:49:53.5,9360,4,266804,0,9355,497,9360,113,S
2016-03-25 9:49:54,9355,28,266832,12,9355,483,9360,120,S
2016-03-25 9:49:55,9360,22,266854,22,9355,473,9360,124,B
2016-03-25 9:49:55.5,9355,10,266864,10,9355,468,9360,124,S
2016-03-25 9:49:56,9360,2,266866,0,9355,469,9360,216,B
2016-03-25 9:49:57,9355,14,266880,-2,9355,462,9360,221,S
2016-03-25 9:49:58,9360,4,266884,2,9355,459,9360,221,B
2016-03-25 9:49:58.5,9360,8,266892,8,9355,459,9360,170,B
2016-03-25 9:49:59,9355,44,266936,-10,9355,459,9360,88,S
2016-03-25 9:49:59.5,9355,10,266946,-2,9355,455,9360,94,S
2016-03-25 9:50:00,9355,20,266966,-20,9355,441,9360,99,S
2016-03-25 9:50:01,9360,46,267012,44,9355,441,9360,85,B
2016-03-25 9:50:01.5,9355,100,267112,-76,9355,393,9360,85,S
2016-03-25 9:50:02,9355,4,267116,2,9355,398,9360,130,S
2016-03-25 9:50:03,9355,6,267122,-2,9355,396,9360,144,S
2016-03-25 9:50:03.3333,9355,2,267124,2,9355,445,9360,165,S
2016-03-25 9:50:03.6667,9355,20,267144,2,9355,437,9360,169,S
2016-03-25 9:50:05,9355,8,267152,0,9355,435,9360,218,S
2016-03-25 9:50:05.5,9360,20,267172,2,9355,399,9360,229,B
2016-03-25 9:50:06,9360,2,267174,0,9355,350,9360,228,B
2016-03-25 9:50:07,9360,8,267182,-2,9355,349,9360,226,B
2016-03-25 9:50:07.5,9355,82,267264,-40,9355,309,9360,276,S
2016-03-25 9:50:08,9355,2,267266,2,9355,308,9360,286,S
2016-03-25 9:50:08.5,9360,2,267268,0,9355,330,9360,286,B
2016-03-25 9:50:09,9355,6,267274,6,9355,327,9360,288,S
2016-03-25 9:50:10,9355,4,267278,4,9355,397,9360,298,S
2016-03-25 9:50:10.5,9360,24,267302,4,9355,391,9360,280,B
2016-03-25 9:50:11,9360,108,267410,0,9355,394,9360,202,B
2016-03-25 9:50:11.5,9360,428,267838,-148,9360,181,9365,250,B
2016-03-25 9:50:12,9360,4,267842,0,9360,189,9365,150,B
2016-03-25 9:50:12.3333,9360,156,267998,-152,9360,126,9365,176,B
2016-03-25 9:50:12.6667,9365,56,268054,-2,9360,160,9365,155,B
2016-03-25 9:50:13,9360,2,268056,0,9360,162,9365,154,S
2016-03-25 9:50:14,9360,2,268058,-2,9360,164,9365,154,S
2016-03-25 9:50:14.5,9360,202,268260,160,9360,70,9365,133,S
2016-03-25 9:50:15,9365,4,268264,0,9360,71,9365,132,B
2016-03-25 9:50:16,9360,48,268312,4,9360,307,9365,130,S
2016-03-25 9:50:16.5,9365,2,268314,0,9360,307,9365,157,B
2016-03-25 9:50:17,9360,8,268322,2,9360,308,9365,194,S
2016-03-25 9:50:17.5,9360,10,268332,0,9360,308,9365,191,S
2016-03-25 9:50:18,9360,10,268342,10,9360,305,9365,192,S
2016-03-25 9:50:19,9365,64,268406,-8,9360,311,9365,163,B
2016-03-25 9:50:19.5,9365,10,268416,0,9360,321,9365,159,B
2016-03-25 9:50:20,9365,12,268428,-2,9360,324,9365,152,B
2016-03-25 9:50:21,9365,6,268434,-2,9360,323,9365,150,B
2016-03-25 9:50:21.5,9365,12,268446,4,9360,321,9365,159,B
2016-03-25 9:50:22,9365,12,268458,-8,9360,322,9365,174,B
2016-03-25 9:50:22.5,9365,4,268462,-4,9360,324,9365,167,B
2016-03-25 9:50:23,9365,4,268466,-4,9360,325,9365,166,B
2016-03-25 9:50:23.5,9365,4,268470,0,9360,325,9365,164,B
2016-03-25 9:50:24,9365,4,268474,-2,9360,330,9365,163,B
2016-03-25 9:50:24.5,9365,326,268800,68,9365,140,9370,484,B
2016-03-25 9:50:25,9370,376,269176,128,9365,221,9370,450,B
2016-03-25 9:50:25.5,9370,24,269200,-2,9365,521,9370,424,B
2016-03-25 9:50:27,9370,6,269206,2,9365,555,9370,400,B
2016-03-25 9:50:27.5,9365,2,269208,-2,9365,554,9370,407,S
2016-03-25 9:50:28,9370,2,269210,2,9365,554,9370,407,B
2016-03-25 9:50:29,9365,2,269212,-2,9365,573,9370,417,S
2016-03-25 9:50:31,9370,2,269214,2,9365,573,9370,417,B
2016-03-25 9:50:31.5,9365,10,269224,0,9365,668,9370,427,S
2016-03-25 9:50:32,9370,2,269226,2,9365,670,9370,426,B
2016-03-25 9:50:33,9365,100,269326,-100,9365,620,9370,411,S
2016-03-25 9:50:34,9370,2,269328,0,9365,621,9370,370,B
2016-03-25 9:50:34.5,9370,4,269332,2,9365,621,9370,368,B
2016-03-25 9:50:35,9370,2,269334,0,9365,621,9370,365,B
2016-03-25 9:50:35.5,9370,2,269336,2,9365,621,9370,357,B
2016-03-25 9:50:36,9370,4,269340,2,9365,621,9370,354,B
2016-03-25 9:50:36.5,9370,6,269346,0,9365,621,9370,351,B
2016-03-25 9:50:37,9370,6,269352,0,9365,621,9370,338,B
2016-03-25 9:50:37.5,9370,6,269358,-2,9365,621,9370,357,B
2016-03-25 9:50:38,9370,2,269360,0,9365,621,9370,356,B
2016-03-25 9:50:38.5,9370,12,269372,-12,9365,626,9370,349,B
2016-03-25 9:50:39,9370,4,269376,-4,9365,629,9370,320,B
2016-03-25 9:50:40,9370,4,269380,-4,9365,629,9370,312,B
2016-03-25 9:50:40.5,9365,30,269410,-10,9365,624,9370,400,S
2016-03-25 9:50:41,9370,2,269412,0,9365,624,9370,398,B
2016-03-25 9:50:41.5,9370,2,269414,-2,9365,625,9370,398,B
2016-03-25 9:50:42,9370,2,269416,0,9365,625,9370,396,B
2016-03-25 9:50:43,9365,24,269440,-2,9365,950,9370,389,S
2016-03-25 9:50:44,9365,4,269444,0,9365,949,9370,391,S
2016-03-25 9:50:44.5,9370,6,269450,2,9365,948,9370,390,B
2016-03-25 9:50:46,9365,22,269472,2,9365,968,9370,389,S
2016-03-25 9:50:47,9370,6,269478,6,9365,968,9370,386,B
2016-03-25 9:50:48,9370,802,270280,24,9370,148,9375,423,B
2016-03-25 9:50:48.5,9370,14,270294,14,9370,163,9375,395,B
2016-03-25 9:50:49,9370,470,270764,-92,9365,113,9370,117,B
2016-03-25 9:50:50,9370,8,270772,-8,9365,125,9370,116,B
2016-03-25 9:50:50.5,9365,4,270776,0,9365,123,9370,127,S
2016-03-25 9:50:52,9370,6,270782,-2,9365,122,9370,126,B
2016-03-25 9:50:52.5,9370,4,270786,-2,9365,122,9370,152,B
2016-03-25 9:50:53,9370,8,270794,-2,9365,122,9370,149,B
2016-03-25 9:50:53.5,9365,424,271218,-132,9365,12,9370,49,S
2016-03-25 9:50:55,9370,4,271222,-4,9365,157,9370,89,B
2016-03-25 9:50:55.5,9365,20,271242,6,9365,147,9370,94,S
2016-03-25 9:50:56,9375,200,271442,52,9370,2,9375,424,B
2016-03-25 9:50:57,9370,444,271886,250,9365,88,9370,124,S
2016-03-25 9:50:57.5,9370,200,272086,46,9365,100,9370,35,S
2016-03-25 9:50:59,9370,2,272088,0,9365,145,9370,87,S
2016-03-25 9:51:01,9370,178,272266,-118,9370,60,9375,438,S
2016-03-25 9:51:01.5,9370,2,272268,0,9370,62,9375,439,S
2016-03-25 9:51:02,9375,4,272272,0,9370,61,9375,488,B
2016-03-25 9:51:02.3333,9370,124,272396,-118,9365,187,9370,44,S
2016-03-25 9:51:02.6667,9370,2,272398,0,9365,187,9370,48,S
2016-03-25 9:51:03,9370,12,272410,-2,9365,188,9370,43,S
2016-03-25 9:51:05,9370,4,272414,0,9365,208,9370,48,S
2016-03-25 9:51:06,9365,244,272658,138,9365,79,9370,347,S
2016-03-25 9:51:07,9370,2,272660,-2,9365,99,9370,348,B
2016-03-25 9:51:07.5,9365,60,272720,-8,9365,70,9370,349,S
2016-03-25 9:51:08,9365,6,272726,6,9365,67,9370,349,S
2016-03-25 9:51:09,9370,2,272728,0,9365,69,9370,338,B
2016-03-25 9:51:09.5,9370,20,272748,-20,9365,69,9370,328,B
2016-03-25 9:51:10,9370,2,272750,-2,9365,73,9370,326,B
2016-03-25 9:51:10.5,9365,2,272752,2,9365,97,9370,307,S
2016-03-25 9:51:11,9365,4,272756,2,9365,96,9370,296,S
2016-03-25 9:51:11.5,9365,308,273064,-146,9360,517,9365,48,S
2016-03-25 9:51:12,9365,100,273164,-66,9365,91,9370,310,S
2016-03-25 9:51:12.5,9370,4,273168,-4,9365,97,9370,302,B
2016-03-25 9:51:14,9365,2,273170,-2,9365,98,9370,293,S
2016-03-25 9:51:14.5,9365,38,273208,0,9365,82,9370,313,S
2016-03-25 9:51:16,9365,166,273374,2,9360,555,9365,3,S
2016-03-25 9:51:16.5,9365,92,273466,-72,9365,148,9370,249,S
2016-03-25 9:51:17,9365,8,273474,0,9365,144,9370,246,S
2016-03-25 9:51:17.5,9365,26,273500,-24,9365,134,9370,247,S
2016-03-25 9:51:18,9365,6,273506,-4,9365,133,9370,251,S
2016-03-25 9:51:18.5,9365,266,273772,-78,9360,530,9365,60,S
2016-03-25 9:51:20,9365,6,273778,-2,9360,521,9365,16,S
2016-03-25 9:51:21,9365,44,273822,14,9365,8,9370,207,S
2016-03-25 9:51:21.5,9365,58,273880,-28,9365,32,9370,177,S
2016-03-25 9:51:22,9365,2,273882,0,9365,53,9370,201,S
2016-03-25 9:51:24,9370,488,274370,218,9365,126,9370,50,B
2016-03-25 9:51:24.5,9365,40,274410,0,9365,117,9370,51,S
2016-03-25 9:51:25,9370,106,274516,82,9370,55,9375,548,B
2016-03-25 9:51:26,9370,384,274900,-100,9365,76,9370,61,B
2016-03-25 9:51:28,9365,2,274902,-2,9365,142,9370,73,S
2016-03-25 9:51:29,9365,2,274904,0,9365,141,9370,102,S
2016-03-25 9:51:29.5,9365,2,274906,0,9365,140,9370,106,S
2016-03-25 9:51:31,9365,2,274908,-2,9365,148,9370,123,S
2016-03-25 9:51:31.5,9365,20,274928,0,9365,138,9370,123,S
2016-03-25 9:51:32,9365,2,274930,0,9365,142,9370,127,S
2016-03-25 9:51:34,9365,2,274932,-2,9365,149,9370,148,S
2016-03-25 9:51:36,9370,10,274942,10,9365,150,9370,144,B
2016-03-25 9:51:37,9365,16,274958,-4,9365,141,9370,201,S
2016-03-25 9:51:39,9370,8,274966,2,9365,103,9370,266,B
2016-03-25 9:51:39.5,9370,2,274968,0,9365,104,9370,265,B
2016-03-25 9:51:40,9365,212,275180,-150,9360,624,9365,199,S
2016-03-25 9:51:41,9365,2,275182,-2,9360,626,9365,211,S
2016-03-25 9:51:42,9365,8,275190,-8,9360,519,9365,271,S
2016-03-25 9:51:44,9365,12,275202,-12,9360,519,9365,265,S
2016-03-25 9:51:44.5,9365,2,275204,-2,9360,519,9365,265,S
2016-03-25 9:51:45,9360,60,275264,-58,9360,489,9365,277,S
2016-03-25 9:51:46,9365,30,275294,-10,9360,489,9365,262,B
2016-03-25 9:51:47,9360,2,275296,0,9360,492,9365,262,S
2016-03-25 9:51:48,9360,30,275326,-16,9360,477,9365,269,S
2016-03-25 9:51:48.5,9360,4,275330,0,9360,515,9365,282,S
2016-03-25 9:51:49,9360,2,275332,0,9360,519,9365,294,S
2016-03-25 9:51:51,9360,714,276046,-484,9360,163,9365,320,S
2016-03-25 9:51:51.5,9360,586,276632,124,9355,691,9360,47,S
2016-03-25 9:51:52,9360,124,276756,-82,9360,17,9365,181,S
2016-03-25 9:51:53,9360,4,276760,-2,9360,21,9365,180,S
2016-03-25 9:51:53.5,9360,62,276822,16,9355,740,9360,135,S
2016-03-25 9:51:54,9360,24,276846,-10,9355,742,9365,157,S
2016-03-25 9:51:54.5,9360,24,276870,20,9355,742,9365,148,S
2016-03-25 9:51:55,9360,188,277058,-6,9355,768,9365,267,S
2016-03-25 9:51:55.5,9360,2,277060,0,9360,54,9365,160,S
2016-03-25 9:51:56,9360,126,277186,-28,9355,692,9360,109,S
2016-03-25 9:51:58,9355,182,277368,-148,9355,602,9360,205,S
2016-03-25 9:51:58.5,9360,42,277410,0,9355,582,9360,156,B
2016-03-25 9:51:59,9355,42,277452,-42,9355,561,9360,183,S
2016-03-25 9:51:59.5,9355,50,277502,-10,9355,533,9360,159,S
2016-03-25 9:52:00,9355,4,277506,-2,9355,531,9360,188,S
2016-03-25 9:52:02,9355,70,277576,-70,9355,498,9360,210,S
